150.00000000 159.93750000
150.00000000 169.87500000
150.00000000 189.75000000
150.00000000 222.87500000
150.00000000 272.56250000
153.31250000 163.25000000
153.31250000 173.18750000
153.31250000 193.06250000
153.31250000 219.56250000
153.31250000 269.25000000
156.62500000 153.31250000
156.62500000 173.18750000
156.62500000 179.81250000
156.62500000 189.75000000
156.62500000 216.25000000
156.62500000 265.93750000
159.93750000 150.00000000
159.93750000 156.62500000
159.93750000 169.87500000
159.93750000 183.12500000
159.93750000 189.75000000
159.93750000 212.93750000
159.93750000 262.62500000
163.25000000 156.62500000
163.25000000 163.25000000
163.25000000 166.56250000
163.25000000 179.81250000
163.25000000 186.43750000
163.25000000 193.06250000
163.25000000 209.62500000
163.25000000 259.31250000
166.56250000 159.93750000
166.56250000 169.87500000
166.56250000 176.50000000
166.56250000 196.37500000
166.56250000 212.93750000
166.56250000 216.25000000
166.56250000 262.62500000
169.87500000 166.56250000
169.87500000 176.50000000
169.87500000 199.68750000
169.87500000 219.56250000
169.87500000 262.62500000
173.18750000 163.25000000
173.18750000 173.18750000
173.18750000 203.00000000
173.18750000 216.25000000
173.18750000 222.87500000
173.18750000 262.62500000
176.50000000 159.93750000
176.50000000 169.87500000
176.50000000 199.68750000
176.50000000 212.93750000
176.50000000 226.18750000
176.50000000 259.31250000
179.81250000 159.93750000
179.81250000 166.56250000
179.81250000 173.18750000
179.81250000 176.50000000
179.81250000 189.75000000
179.81250000 196.37500000
179.81250000 209.62500000
179.81250000 229.50000000
179.81250000 256.00000000
183.12500000 150.00000000
183.12500000 156.62500000
183.12500000 163.25000000
183.12500000 179.81250000
183.12500000 186.43750000
183.12500000 193.06250000
183.12500000 199.68750000
183.12500000 206.31250000
183.12500000 226.18750000
183.12500000 252.68750000
186.43750000 153.31250000
186.43750000 166.56250000
186.43750000 183.12500000
186.43750000 203.00000000
186.43750000 219.56250000
186.43750000 222.87500000
186.43750000 256.00000000
189.75000000 169.87500000
189.75000000 203.00000000
189.75000000 216.25000000
189.75000000 259.31250000
193.06250000 169.87500000
193.06250000 199.68750000
193.06250000 219.56250000
193.06250000 262.62500000
196.37500000 166.56250000
196.37500000 193.06250000
196.37500000 196.37500000
196.37500000 222.87500000
196.37500000 226.18750000
196.37500000 265.93750000
199.68750000 169.87500000
199.68750000 189.75000000
199.68750000 229.50000000
199.68750000 262.62500000
203.00000000 163.25000000
203.00000000 169.87500000
203.00000000 176.50000000
203.00000000 186.43750000
203.00000000 226.18750000
203.00000000 259.31250000
206.31250000 159.93750000
206.31250000 166.56250000
206.31250000 173.18750000
206.31250000 179.81250000
206.31250000 183.12500000
206.31250000 222.87500000
206.31250000 256.00000000
209.62500000 150.00000000
209.62500000 156.62500000
209.62500000 219.56250000
209.62500000 259.31250000
212.93750000 153.31250000
212.93750000 173.18750000
212.93750000 222.87500000
212.93750000 256.00000000
216.25000000 169.87500000
216.25000000 219.56250000
216.25000000 226.18750000
216.25000000 242.75000000
216.25000000 252.68750000
219.56250000 216.25000000
219.56250000 229.50000000
219.56250000 239.43750000
219.56250000 246.06250000
219.56250000 249.37500000
222.87500000 212.93750000
222.87500000 232.81250000
222.87500000 236.12500000
226.18750000 209.62500000
229.50000000 196.37500000
229.50000000 212.93750000
232.81250000 193.06250000
232.81250000 199.68750000
232.81250000 209.62500000
236.12500000 189.75000000
236.12500000 203.00000000
236.12500000 206.31250000
239.43750000 186.43750000
242.75000000 169.87500000
242.75000000 183.12500000
246.06250000 166.56250000
246.06250000 173.18750000
246.06250000 179.81250000
249.37500000 163.25000000
249.37500000 176.50000000
252.68750000 159.93750000
256.00000000 153.31250000
256.00000000 156.62500000
259.31250000 150.00000000
