109.04 155.08
106.057 180.358
110.422 222.432
134.435 280.495
193.01 335.253
121.421 161.142
120.005 187.769
125.796 233.05
143.391 280.359
195.141 334.785
140.711 125.432
132.086 187.559
133.449 204.899
135.909 228.504
152.154 278.824
197.15 333.755
155.501 109.016
148.824 134.987
145.359 177.892
146.456 214.372
147.951 230.145
160.059 276.657
198.257 332.632
159.19 134.395
157.428 156.819
156.817 167.344
157.313 206.987
159.468 224.107
162.226 239.689
169.587 273.423
203.656 332.126
167.816 145.156
167.341 178.188
167.701 198.059
174.185 247.957
181.949 281.084
183.802 286.477
210.043 334.275
177.969 167.344
179.135 198.784
186.407 257.517
194.513 293.619
216.067 335.436
187.17 156.569
188.888 188.664
196.871 265.315
202.245 289.924
204.062 299.605
219.743 335.617
196.351 145.675
198.144 179.191
205.79 259.837
209.64 284.814
214.547 305.585
224.281 334.037
205.38 145.769
206.803 169.126
208.792 190.202
210.025 201.487
212.917 237.796
214.119 253.86
218.269 280.416
223.25 310.314
228.9 332.412
208.696 107.733
213.045 134.783
215.479 158.614
219.587 211.922
221.51 230.228
223.001 245.973
224.242 261.622
226.128 275.247
229.509 306.248
233.531 330.824
218.585 122.591
225.205 171.055
230.075 221.892
233.43 268.895
235.543 297.883
235.247 302.627
241.19 332.339
234.043 182.567
241.299 269.661
242.51 292.923
245.363 333.912
242.32 183.782
248.904 262.801
250.23 298.099
251.497 335.123
248.502 173.329
255.646 249.185
255.93 256.653
256.32 303.057
256.555 307.525
255.45 336.062
257.261 186.258
262.272 241.758
261.548 310.227
260.091 333.889
260.091 165.665
263.795 186.811
266.51 206.674
268.96 233.746
267.929 306.166
264.143 331.729
264.39 155.848
269.158 178.872
271.733 198.646
274.203 217.716
275.076 225.632
273.812 301.596
269.619 328.707
258.754 122.513
267.6 147.735
280.487 295.728
272.443 329.885
269.564 137.714
284.473 201.254
284.756 299.673
276.911 327.243
288.621 193.797
289.767 294.744
287.949 303.514
284.136 318.27
281.173 325.049
295.223 289.563
291.76 305.741
289.06 314.826
287.511 319.279
287.096 321.486
298.942 285.088
294.44 308.357
294.18 310.522
303.552 279.743
310.229 257.466
306.037 283.589
314.087 250.657
313.116 262.174
311.168 277.277
317.023 244.715
315.676 266.547
315.137 272.073
320.383 237.844
321.066 205.814
323.219 231.099
322.692 200.379
324.525 214.77
325.478 226.787
324.212 194.676
327.766 221.544
325.012 189.938
323.637 177.992
325.966 186.175
324.974 176.527
